Date,Open,High,Low,Close,Volume
2012-09-17,44.0,45.57,43.06,45.1,1300601
2012-09-18,45.82,45.99,45.0,45.67,1161434
2012-09-19,45.74,46.38,45.5,46.0,2803459
2012-09-20,45.94,46.9,45.5,46.45,4425627
2012-09-21,47.3,47.3,45.16,45.98,3876749
2012-09-24,46.5,46.5,45.08,46.0,1702328
2012-09-25,46.0,46.13,45.2,45.25,1135341
2012-09-26,45.8,45.91,44.75,44.75,1608497
2012-09-27,44.94,45.14,44.01,44.78,2144183
2012-09-28,45.05,46.5,44.2,44.64,3148588
2012-10-01,45.57,45.62,42.0,44.1,12031336
2012-10-02,44.45,46.14,44.44,45.42,12314499
2012-10-03,45.55,47.76,44.83,44.87,26426960
2012-10-04,45.5,46.68,45.5,46.63,7550205
2012-10-05,46.55,47.76,46.5,47.57,8998566
2012-10-08,47.92,48.0,46.5,46.59,6449997
2012-10-09,46.7,47.29,45.95,47.0,7724344
2012-10-10,47.28,47.53,46.2,46.35,9671656
2012-10-11,47.0,47.04,45.44,46.46,12664681
2012-10-12,46.67,47.41,46.05,47.1,7383998
2012-10-15,47.17,47.68,46.78,46.96,7892966
2012-10-16,46.9,47.26,46.32,47.25,5934835
2012-10-17,47.4,47.74,46.55,46.65,3948659
2012-10-18,46.67,46.78,45.91,46.4,5681460
2012-10-19,46.42,46.5,45.9,46.03,4863513
2012-10-22,46.2,46.85,46.15,46.62,4607666
2012-10-23,46.22,46.43,45.94,46.21,4141712
2012-10-24,46.08,46.62,45.21,45.52,4924367
2012-10-25,45.84,46.17,45.42,45.91,2825066
2012-10-26,45.84,45.84,45.11,45.3,3235849
2012-10-31,45.62,46.2,44.8,45.46,3979000
2012-11-01,45.38,45.65,45.02,45.13,3277583
2012-11-02,45.22,45.39,44.53,44.56,3751290
2012-11-05,44.47,44.82,44.4,44.77,2746239
2012-11-06,45.2,45.29,44.69,44.7,3821213
2012-11-07,45.5,45.57,44.31,44.57,4212515
2012-11-08,44.8,45.09,43.69,43.77,4163416
2012-11-09,43.82,44.28,43.4,43.66,3350140
2012-11-12,43.62,44.28,43.25,43.94,3004718
2012-11-13,43.81,44.26,43.65,43.96,3198768
2012-11-14,44.15,44.96,43.67,44.34,4481885
2012-11-15,44.08,44.46,43.5,43.92,2993371
2012-11-16,43.81,44.31,43.46,44.19,3576778
2012-11-19,44.47,45.0,44.28,44.89,2864386
2012-11-20,44.9,44.9,44.44,44.88,1751589
2012-11-21,44.81,45.14,44.4,44.51,1885502
2012-11-23,44.41,45.3,44.41,45.28,805935
2012-11-26,45.0,45.18,44.06,44.31,3627779
2012-11-27,44.31,45.47,44.1,45.33,3829885
2012-11-28,44.92,45.91,44.27,45.82,3388765
2012-11-29,45.96,46.01,45.5,45.94,2938249
2012-11-30,45.13,46.37,45.11,45.24,6090250
2012-12-03,45.26,45.87,45.1,45.69,3715316
2012-12-04,45.65,45.89,45.36,45.7,3726917
2012-12-05,45.91,46.6,45.67,45.78,3685488
2012-12-06,45.64,45.99,45.12,45.15,3546787
2012-12-07,45.39,45.4,44.46,44.67,3143394
2012-12-10,44.52,45.21,44.27,44.32,2144577
2012-12-11,44.32,44.99,44.32,44.83,4059433
2012-12-12,44.91,46.08,44.9,45.7,4531971
2012-12-13,46.13,46.24,45.7,46.01,3084571
2012-12-14,46.22,46.63,46.11,46.62,2688672
2012-12-17,46.64,46.65,45.99,46.33,3182836
2012-12-18,46.44,46.63,46.1,46.55,3283039
2012-12-19,46.4,46.6,46.05,46.36,2989173
2012-12-20,46.54,46.65,46.3,46.43,2887665
2012-12-21,46.0,46.43,45.49,45.53,4946400
2012-12-24,45.66,45.86,45.34,45.45,1290805
2012-12-26,45.41,45.44,44.61,44.65,2234161
2012-12-27,44.43,44.5,44.08,44.39,3377672
2012-12-28,44.36,44.6,44.15,44.41,2344780
2012-12-31,44.18,45.48,44.16,45.47,3517441
2013-01-02,46.49,46.5,45.38,45.76,4343469
2013-01-03,45.7,45.74,45.21,45.58,2841654
2013-01-04,45.66,46.05,45.16,45.37,3283043
2013-01-07,45.2,46.07,45.15,46.03,3330097
2013-01-08,46.02,46.06,45.56,45.62,3346840
2013-01-09,45.61,46.5,45.61,46.39,2541882
2013-01-10,46.55,46.67,45.84,46.01,3333439
2013-01-11,46.2,46.44,45.86,46.37,2189994
2013-01-14,46.64,46.97,46.36,46.85,2330456
2013-01-15,46.78,46.94,46.18,46.71,2681230
2013-01-16,46.76,47.1,46.43,46.51,4238109
2013-01-17,46.8,47.11,46.73,46.92,2474900
2013-01-18,47.0,47.09,46.59,47.05,2591720
2013-01-22,47.11,47.43,46.28,47.09,3119519
2013-01-23,47.13,47.2,46.65,46.74,2155839
2013-01-24,46.89,46.98,46.48,46.91,2985593
2013-01-25,47.34,47.53,46.99,47.14,2430492
2013-01-28,47.5,47.59,46.89,47.0,2386491
2013-01-29,47.01,47.38,46.83,47.05,1634152
2013-01-30,47.14,47.31,46.66,46.72,2197208
2013-01-31,46.5,46.71,46.18,46.22,3676314
2013-02-01,46.62,46.85,46.16,46.6,2150498
2013-02-04,46.78,46.86,46.17,46.4,2705926
2013-02-05,46.54,47.44,46.48,47.02,2533423
2013-02-06,47.0,47.45,46.87,47.01,2315157
2013-02-07,47.07,47.23,46.42,46.66,2579138
2013-02-08,46.93,47.06,46.5,46.9,2068008
2013-02-11,46.94,47.4,46.91,47.29,1849187
2013-02-12,47.49,47.5,47.05,47.24,1682335
2013-02-13,47.2,47.2,46.56,46.77,2007156
