Date,Open,High,Low,Close,Volume
2007-01-02,56.5,58.0,55.55,55.55,3951.0
2007-01-03,,,,55.5,0.0
2007-01-04,,,,55.5,0.0
2007-01-05,,,,55.5,0.0
2007-01-08,56.5,53.62,53.62,53.62,60.0
2007-01-09,55.5,57.38,57.38,57.38,4000.0
2007-01-10,,,,55.5,0.0
2007-01-11,,,,55.5,0.0
2007-01-12,55.5,53.62,53.0,53.0,16700.0
2007-01-15,55.5,51.0,51.0,51.0,12305.0
2007-01-16,,,,55.5,0.0
2007-01-17,,,,55.5,0.0
2007-01-18,,,,54.0,0.0
2007-01-19,,,,54.0,0.0
2007-01-22,54.0,53.0,53.0,53.0,1070.0
2007-01-23,53.0,50.0,50.0,50.0,5000.0
2007-01-24,,,,52.5,0.0
2007-01-25,52.5,50.0,50.0,50.0,1470.0
2007-01-26,,,,51.5,0.0
2007-01-29,51.5,50.0,49.5,49.5,2950.0
2007-01-30,,,,51.0,0.0
2007-01-31,,,,51.0,0.0
2007-02-01,51.0,49.0,49.0,49.0,2000.0
2007-02-02,,,,51.0,0.0
2007-02-05,51.0,51.43,51.43,51.43,5000.0
2007-02-06,51.0,53.0,49.0,49.5,34152.0
2007-02-07,51.0,52.0,51.0,51.0,30500.0
2007-02-08,51.0,52.5,49.0,52.5,46000.0
2007-02-09,51.0,52.0,52.0,52.0,1507.0
2007-02-12,51.0,49.5,49.5,49.5,1747.0
2007-02-13,51.0,53.0,53.0,53.0,375000.0
2007-02-14,51.0,49.0,49.0,49.0,5000.0
2007-02-15,,,,51.0,0.0
2007-02-16,51.0,52.5,49.0,49.0,10000.0
2007-02-19,50.5,48.0,47.0,48.0,23600.0
2007-02-20,50.5,48.05,48.0,48.0,2965.0
2007-02-21,,,,50.5,0.0
2007-02-22,50.5,48.05,48.0,48.0,3358.0
2007-02-23,,,,50.5,0.0
2007-02-26,50.5,51.75,48.0,48.0,7948.0
2007-02-27,50.5,48.0,48.0,48.0,3600.0
2007-02-28,,,,48.5,0.0
2007-03-01,48.5,45.0,45.0,45.0,10000.0
2007-03-02,,,,47.5,0.0
2007-03-05,47.5,49.0,46.0,46.0,50000.0
2007-03-06,47.5,47.5,46.94,47.5,16500.0
2007-03-07,46.5,47.0,47.0,47.0,40.0
2007-03-08,46.5,45.0,45.0,45.0,3000.0
2007-03-09,,,,46.5,0.0
2007-03-12,,,,46.5,0.0
2007-03-13,,,,46.5,0.0
2007-03-14,46.5,44.5,42.0,42.0,16487.0
2007-03-15,44.5,42.0,40.0,42.0,47373.0
2007-03-16,,,,43.5,0.0
2007-03-19,,,,43.5,0.0
2007-03-20,,,,43.5,0.0
2007-03-21,43.5,44.0,44.0,44.0,20000.0
2007-03-22,43.5,43.6,43.6,43.6,5000.0
2007-03-23,,,,42.0,0.0
2007-03-27,42.0,42.5,42.5,42.5,10000.0
2007-03-28,41.5,42.5,33.0,33.0,124875.0
2007-03-29,36.5,37.0,35.37,37.0,40500.0
2007-03-30,36.5,38.0,37.05,37.75,54000.0
2007-04-02,37.5,37.05,37.05,37.05,2000.0
2007-04-03,36.5,38.0,35.37,38.0,68685.0
2007-04-04,38.0,41.38,36.5,41.38,2584.0
2007-04-05,39.5,41.95,37.56,41.95,20483.0
2007-04-10,40.0,38.5,38.5,38.5,1331.0
2007-04-11,40.0,40.0,40.0,40.0,1800.0
2007-04-12,,,,40.0,0.0
2007-04-13,40.0,41.0,38.6,41.0,45000.0
2007-04-16,40.0,41.5,41.5,41.5,10000.0
2007-04-17,,,,40.0,0.0
2007-04-18,40.0,42.0,38.55,42.0,30000.0
2007-04-19,,,,40.0,0.0
2007-04-20,,,,40.0,0.0
2007-04-23,,,,40.0,0.0
2007-04-24,,,,40.0,0.0
2007-04-25,,,,40.0,0.0
2007-04-26,40.0,43.0,43.0,43.0,40000.0
2007-04-27,,,,40.0,0.0
2007-04-30,44.5,51.0,44.62,47.0,372223.0
2007-05-01,46.5,47.78,44.5,45.25,107730.0
2007-05-02,45.0,46.3,45.0,45.0,317150.0
2007-05-03,45.0,52.0,46.3,47.75,208969.0
2007-05-04,50.5,51.75,46.15,46.15,468743.0
2007-05-08,50.0,51.38,48.5,51.38,17507.0
2007-05-09,49.0,47.5,45.5,45.5,18494.0
2007-05-10,,,,47.5,0.0
2007-05-11,47.5,50.0,50.0,50.0,8343.0
2007-05-14,51.0,58.0,52.85,57.5,289297.0
2007-05-15,56.5,58.5,55.75,56.5,91203.0
2007-05-16,57.0,59.57,56.17,58.5,50627.0
2007-05-17,57.5,59.57,56.25,56.25,7566.0
2007-05-18,57.5,59.57,59.57,59.57,9980.0
2007-05-21,57.5,59.57,56.0,59.38,25580.0
2007-05-22,57.5,62.0,55.62,62.0,96697.0
2007-05-23,60.5,78.0,61.5,63.0,104374.0
2007-05-24,74.5,77.0,72.75,73.6,22519.0
2007-05-25,72.5,71.5,68.78,71.0,63438.0
2007-05-29,70.0,75.0,69.0,75.0,23765.0
2007-05-30,,,,72.5,0.0
2007-05-31,72.5,71.25,71.25,71.25,5759.0
2007-06-01,71.5,78.0,73.0,78.0,10388.0
2007-06-04,75.0,85.0,77.0,81.5,36319.0
2007-06-05,82.5,92.0,83.5,88.5,124785.0
2007-06-06,89.5,90.5,74.0,78.0,222785.0
2007-06-07,77.0,78.5,75.5,78.5,26024.0
2007-06-08,76.5,75.6,75.1,75.1,26420.0
2007-06-11,76.5,77.0,70.0,70.0,17288.0
2007-06-12,72.5,72.04,69.0,72.04,20168.0
2007-06-13,71.5,72.0,72.0,72.0,3000.0
2007-06-14,71.5,72.23,70.0,70.0,2844.0
2007-06-15,70.0,71.0,66.0,70.95,21816.0
2007-06-18,,,,68.5,0.0
2007-06-19,68.5,82.0,67.0,82.0,43115.0
2007-06-20,80.0,90.0,82.0,83.0,72641.0
