Price,Return on Equity,EPS,Book/Share,Next Price
34.3,28.52,0.56,2.20,34.41
34.41,28.52,0.56,2.20,34.09
34.09,28.52,0.56,2.20,33.97
33.97,28.52,0.56,2.20,34.01
34.01,28.52,0.56,2.20,33.7
33.7,28.52,0.56,2.20,33.7
33.7,28.52,0.56,2.20,33.6
33.6,28.52,0.56,2.20,33.54
33.54,28.52,0.56,2.20,32.87
32.87,28.52,0.56,2.20,32.25
32.25,28.52,0.56,2.20,32.8
32.8,28.52,0.56,2.20,32.57
32.57,28.52,0.56,2.20,32.71
32.71,28.52,0.56,2.20,32.61
32.61,28.52,0.56,2.20,32.06
32.06,28.52,0.56,2.20,32.37
32.37,28.52,0.56,2.20,31.99
31.99,28.52,0.56,2.20,32.0
32.0,28.52,0.56,2.20,32.0
32.0,28.52,0.56,2.20,32.19
32.19,28.52,0.56,2.20,31.61
31.61,28.52,0.56,2.20,31.83
31.83,28.52,0.56,2.20,32.0
32.0,28.52,0.56,2.20,32.57
32.57,28.52,0.56,2.20,32.67
32.67,28.52,0.56,2.20,32.66
32.66,28.52,0.56,2.20,32.59
32.59,28.52,0.56,2.20,32.98
32.98,28.52,0.56,2.20,32.94
32.94,28.52,0.56,2.20,33.83
33.83,28.52,0.56,2.20,32.77
32.77,28.52,0.56,2.20,32.49
32.49,28.52,0.56,2.20,32.75
32.75,28.52,0.56,2.20,33.0
33.0,28.52,0.56,2.20,33.27
33.27,28.52,0.56,2.20,33.28
33.28,28.52,0.56,2.20,32.11
32.11,28.52,0.56,2.20,31.75
31.75,28.52,0.56,2.20,31.44
31.44,28.52,0.56,2.20,30.72
30.72,28.52,0.56,2.20,30.69
30.69,28.52,0.56,2.20,30.83
30.83,28.52,0.56,2.20,30.78
30.78,28.52,0.56,2.20,31.74
31.74,28.52,0.56,2.20,31.76
31.76,28.52,0.56,2.20,32.14
32.14,28.52,0.56,2.20,31.67
31.67,28.52,0.56,2.20,32.0
32.0,28.52,0.56,2.20,31.7
31.7,28.52,0.56,2.20,31.75
31.75,28.52,0.56,2.20,31.85
31.85,28.52,0.56,2.20,32.06
32.06,28.52,0.56,2.20,32.09
32.09,28.52,0.56,2.20,32.59
32.59,28.52,0.56,2.20,33.22
33.22,28.52,0.56,2.20,33.34
33.34,28.52,0.56,2.20,33.63
33.63,28.52,0.56,2.20,33.48
33.48,28.52,0.56,2.20,33.71
33.71,28.52,0.56,2.20,33.69
33.69,28.52,0.56,2.20,33.96
33.96,28.52,0.56,2.20,34.55
34.55,28.52,0.56,2.20,34.81
34.81,28.52,0.56,2.20,34.71
34.71,28.52,0.56,2.20,35.06
35.06,28.52,0.56,2.20,34.91
34.91,28.52,0.56,2.20,34.62
34.62,28.52,0.56,2.20,34.87
34.87,28.52,0.56,2.20,34.47
34.47,28.52,0.56,2.20,34.98
34.98,28.52,0.56,2.20,35.56
35.56,28.52,0.56,2.20,35.48
35.48,28.52,0.56,2.20,35.24
35.24,28.52,0.56,2.20,35.48
35.48,28.52,0.56,2.20,35.4
35.4,28.52,0.56,2.20,35.34
35.34,28.52,0.56,2.20,35.17
35.17,28.52,0.56,2.20,35.07
35.07,28.52,0.56,2.20,34.71
34.71,28.52,0.56,2.20,34.37
34.37,28.52,0.56,2.20,35.99
35.99,28.52,0.56,2.20,36.38
36.38,28.52,0.56,2.20,36.45
36.45,28.52,0.56,2.20,37.0
37.0,28.52,0.56,2.20,37.23
37.23,28.52,0.56,2.20,37.34
37.34,28.52,0.56,2.20,37.44
37.44,28.52,0.56,2.20,36.01
36.01,28.52,0.56,2.20,36.21
36.21,28.52,0.56,2.20,35.91
35.91,28.52,0.56,2.20,37.78
37.78,28.52,0.56,2.20,37.82
37.82,28.52,0.56,2.20,37.63
37.63,28.52,0.56,2.20,38.0
38.0,28.52,0.56,2.20,38.32
38.32,28.52,0.56,2.20,38.54
38.54,28.52,0.56,2.20,38.58
38.58,28.52,0.56,2.20,37.68
37.68,28.52,0.56,2.20,38.37
38.37,28.52,0.56,2.20,38.32
38.32,28.52,0.56,2.20,38.29
38.29,28.52,0.56,2.20,38.17
38.17,28.52,0.56,2.20,38.28
38.28,28.52,0.56,2.20,38.49
38.49,28.52,0.56,2.20,38.47
38.47,28.52,0.56,2.20,38.37
38.37,28.52,0.56,2.20,37.26
37.26,28.52,0.56,2.20,37.53
37.53,28.52,0.56,2.20,37.71
37.71,28.52,0.56,2.20,37.47
37.47,28.52,0.56,2.20,38.47
38.47,28.52,0.56,2.20,38.85
38.85,28.52,0.56,2.20,38.72
38.72,28.52,0.56,2.20,38.9
38.9,28.52,0.56,2.20,39.31
39.31,28.52,0.56,2.20,38.74
38.74,28.52,0.56,2.20,39.14
39.14,28.52,0.56,2.20,38.65
38.65,28.52,0.56,2.20,38.48
38.48,28.52,0.56,2.20,38.4
38.4,28.52,0.56,2.20,38.49
38.49,28.52,0.56,2.20,38.48
38.48,28.52,0.56,2.20,38.44
38.44,28.52,0.56,2.20,39.2
39.2,28.52,0.56,2.20,39.68
39.68,28.52,0.56,2.20,39.57
39.57,28.52,0.56,2.20,39.82
39.82,28.52,0.56,2.20,39.88
39.88,28.52,0.56,2.20,39.7
39.7,28.52,0.56,2.20,39.89
39.89,28.52,0.56,2.20,40.4
40.4,28.52,0.56,2.20,39.96
39.96,28.52,0.56,2.20,39.84
39.84,28.52,0.56,2.20,39.8
39.8,28.52,0.56,2.20,39.62
39.62,28.52,0.56,2.20,39.88
39.88,28.52,0.56,2.20,39.38
39.38,28.52,0.56,2.20,39.83
39.83,28.52,0.56,2.20,39.19
39.19,28.52,0.56,2.20,39.15
39.15,28.52,0.56,2.20,38.44
38.44,28.52,0.56,2.20,37.64
37.64,28.52,0.56,2.20,38.09
38.09,28.52,0.56,2.20,38.15
38.15,28.52,0.56,2.20,38.16
38.16,28.52,0.56,2.20,38.62
38.62,28.52,0.56,2.20,37.98
37.98,28.52,0.56,2.20,38.31
38.31,28.52,0.56,2.20,38.3
38.3,28.52,0.56,2.20,38.48
38.48,28.52,0.56,2.20,35.89
35.89,28.52,0.56,2.20,35.75
35.75,28.52,0.56,2.20,36.33
36.33,28.52,0.56,2.20,36.33
36.33,28.52,0.56,2.20,32.39
32.39,28.52,0.56,2.20,32.78
32.78,28.52,0.56,2.20,33.83
33.83,28.52,0.56,2.20,33.6
33.6,28.52,0.56,2.20,33.94
33.94,28.52,0.56,2.20,34.38
34.38,28.52,0.56,2.20,34.64
34.64,28.52,0.56,2.20,35.2
35.2,28.52,0.56,2.20,35.14
35.14,28.52,0.56,2.20,34.67
34.67,28.52,0.56,2.20,35.62
35.62,28.52,0.56,2.20,35.83
35.83,28.52,0.56,2.20,36.4
36.4,28.52,0.56,2.20,36.46
36.46,28.52,0.56,2.20,36.16
36.16,28.52,0.56,2.20,36.58
36.58,28.52,0.56,2.20,36.28
36.28,28.52,0.56,2.20,36.1
36.1,28.52,0.56,2.20,36.31
36.31,28.52,0.56,2.20,36.29
36.29,28.52,0.56,2.20,36.34
36.34,28.52,0.56,2.20,36.16
36.16,28.52,0.56,2.20,36.03
36.03,28.52,0.56,2.20,37.2
37.2,28.52,0.56,2.20,37.26
37.26,28.52,0.56,2.20,37.02
37.02,28.52,0.56,2.20,36.91
36.91,28.52,0.56,2.20,36.56
36.56,28.52,0.56,2.20,36.77
36.77,28.52,0.56,2.20,36.93
36.93,28.52,0.56,2.20,36.98
36.98,28.52,0.56,2.20,36.88
36.88,28.52,0.56,2.20,37.01
37.01,28.52,0.56,2.20,37.0
37.0,28.52,0.56,2.20,36.83
36.83,28.52,0.56,2.20,37.2
37.2,28.52,0.56,2.20,37.79
37.79,28.52,0.56,2.20,37.89
37.89,28.52,0.56,2.20,38.16
38.16,28.52,0.56,2.20,37.87
37.87,28.52,0.56,2.20,37.29
37.29,28.52,0.56,2.20,37.61
37.61,28.52,0.56,2.20,38.18
38.18,28.52,0.56,2.20,38.3
38.3,28.52,0.56,2.20,38.37
38.37,28.52,0.56,2.20,38.43
38.43,28.52,0.56,2.20,37.3
37.3,28.52,0.56,2.20,36.6
36.6,28.52,0.56,2.20,37.33
37.33,28.52,0.56,2.20,36.9
36.9,28.52,0.56,2.20,36.24
36.24,28.52,0.56,2.20,36.03
36.03,28.52,0.56,2.20,36.03
36.03,28.52,0.56,2.20,35.86
35.86,28.52,0.56,2.20,36.85
36.85,28.52,0.56,2.20,36.26
36.26,28.52,0.56,2.20,36.02
36.02,28.52,0.56,2.20,35.69
35.69,28.52,0.56,2.20,36.13
36.13,28.52,0.56,2.20,35.09
35.09,28.52,0.56,2.20,34.98
34.98,28.52,0.56,2.20,33.39
33.39,28.52,0.56,2.20,33.51
33.51,28.52,0.56,2.20,33.91
33.91,28.52,0.56,2.20,34.2
34.2,28.52,0.56,2.20,33.7
33.7,28.52,0.56,2.20,36.72
36.72,28.52,0.56,2.20,35.8
35.8,28.52,0.56,2.20,36.51
36.51,28.52,0.56,2.20,36.7
36.7,28.52,0.56,2.20,36.91
36.91,28.52,0.56,2.20,36.54
36.54,28.52,0.56,2.20,36.83
36.83,28.52,0.56,2.20,37.95
37.95,28.52,0.56,2.20,37.47
37.47,28.52,0.56,2.20,37.83
37.83,28.52,0.56,2.20,37.75
37.75,28.52,0.56,2.20,37.48
37.48,28.52,0.56,2.20,37.84
37.84,28.52,0.56,2.20,37.95
37.95,28.52,0.56,2.20,38.01
38.01,28.52,0.56,2.20,37.89
37.89,28.52,0.56,2.20,36.47
36.47,28.52,0.56,2.20,37.09
37.09,28.52,0.56,2.20,36.96
36.96,28.52,0.56,2.20,36.31
36.31,28.52,0.56,2.20,35.44
35.44,28.52,0.56,2.20,35.11
35.11,28.52,0.56,2.20,35.5
35.5,28.52,0.56,2.20,36.42
36.42,28.52,0.56,2.20,37.19
37.19,28.52,0.56,2.20,36.98
36.98,28.52,0.56,2.20,37.47
37.47,28.52,0.56,2.20,37.14
37.14,28.52,0.56,2.20,37.49
37.49,28.52,0.56,2.20,36.74
36.74,28.52,0.56,2.20,36.3
36.3,27.19,0.97,3.39,35.94
35.94,27.19,0.97,3.39,34.77
34.77,27.19,0.97,3.39,35.34
35.34,27.19,0.97,3.39,35.29
35.29,27.19,0.97,3.39,35.38
35.38,27.19,0.97,3.39,36.97
36.97,27.19,0.97,3.39,36.0
36.0,27.19,0.97,3.39,36.64
36.64,27.19,0.97,3.39,35.99
35.99,27.19,0.97,3.39,35.67
35.67,27.19,0.97,3.39,35.35
35.35,27.19,0.97,3.39,33.66
33.66,27.19,0.97,3.39,32.84
32.84,27.19,0.97,3.39,33.43
33.43,27.19,0.97,3.39,33.6
33.6,27.19,0.97,3.39,33.19
33.19,27.19,0.97,3.39,33.52
33.52,27.19,0.97,3.39,33.48
33.48,27.19,0.97,3.39,34.18
34.18,27.19,0.97,3.39,33.86
33.86,27.19,0.97,3.39,34.46
34.46,27.19,0.97,3.39,34.46
34.46,27.19,0.97,3.39,33.59
33.59,27.19,0.97,3.39,33.63
33.63,27.19,0.97,3.39,32.42
32.42,27.19,0.97,3.39,32.0
32.0,27.19,0.97,3.39,31.86
31.86,27.19,0.97,3.39,31.85
31.85,27.19,0.97,3.39,32.68
32.68,27.19,0.97,3.39,31.54
31.54,27.19,0.97,3.39,30.65
30.65,27.19,0.97,3.39,30.93
30.93,27.19,0.97,3.39,31.53
31.53,27.19,0.97,3.39,31.61
31.61,27.19,0.97,3.39,31.41
31.41,27.19,0.97,3.39,31.5
31.5,27.19,0.97,3.39,31.87
31.87,27.19,0.97,3.39,32.03
32.03,27.19,0.97,3.39,31.65
31.65,27.19,0.97,3.39,30.61
30.61,27.19,0.97,3.39,30.74
30.74,27.19,0.97,3.39,30.51
30.51,27.19,0.97,3.39,30.6
30.6,27.19,0.97,3.39,30.14
30.14,27.19,0.97,3.39,30.07
30.07,27.19,0.97,3.39,29.54
29.54,27.19,0.97,3.39,30.34
30.34,27.19,0.97,3.39,30.43
30.43,27.19,0.97,3.39,30.5
30.5,27.19,0.97,3.39,29.64
29.64,27.19,0.97,3.39,29.67
29.67,27.19,0.97,3.39,30.47
30.47,27.19,0.97,3.39,29.35
29.35,27.19,0.97,3.39,29.66
29.66,27.19,0.97,3.39,30.35
30.35,27.19,0.97,3.39,30.32
30.32,27.19,0.97,3.39,29.99
29.99,27.19,0.97,3.39,29.22
29.22,27.19,0.97,3.39,29.58
29.58,27.19,0.97,3.39,29.83
29.83,27.19,0.97,3.39,30.89
30.89,27.19,0.97,3.39,31.23
31.23,27.19,0.97,3.39,31.47
31.47,27.19,0.97,3.39,31.71
31.71,27.19,0.97,3.39,31.57
31.57,27.19,0.97,3.39,31.51
31.51,27.19,0.97,3.39,31.06
31.06,27.19,0.97,3.39,30.94
30.94,27.19,0.97,3.39,30.13
30.13,27.19,0.97,3.39,30.25
30.25,27.19,0.97,3.39,29.15
29.15,27.19,0.97,3.39,30.4
30.4,27.19,0.97,3.39,30.09
30.09,27.19,0.97,3.39,30.97
30.97,27.19,0.97,3.39,30.66
30.66,27.19,0.97,3.39,30.15
30.15,27.19,0.97,3.39,31.04
31.04,27.19,0.97,3.39,31.44
31.44,27.19,0.97,3.39,31.53
31.53,27.19,0.97,3.39,30.66
30.66,27.19,0.97,3.39,30.56
30.56,27.19,0.97,3.39,30.21
30.21,27.19,0.97,3.39,31.1
31.1,27.19,0.97,3.39,32.07
32.07,27.19,0.97,3.39,31.62
31.62,27.19,0.97,3.39,31.82
31.82,27.19,0.97,3.39,31.75
31.75,27.19,0.97,3.39,31.98
31.98,27.19,0.97,3.39,31.9
31.9,27.19,0.97,3.39,32.37
32.37,27.19,0.97,3.39,32.23
32.23,27.19,0.97,3.39,32.53
32.53,27.19,0.97,3.39,35.34
35.34,27.19,0.97,3.39,35.09
35.09,27.19,0.97,3.39,36.24
36.24,27.19,0.97,3.39,35.62
35.62,27.19,0.97,3.39,35.7
35.7,27.19,0.97,3.39,36.02
36.02,27.19,0.97,3.39,35.93
35.93,27.19,0.97,3.39,36.42
36.42,27.19,0.97,3.39,36.95
36.95,27.19,0.97,3.39,37.13
37.13,27.19,0.97,3.39,37.39
37.39,27.19,0.97,3.39,36.9
36.9,27.19,0.97,3.39,36.88
36.88,27.19,0.97,3.39,36.99
36.99,27.19,0.97,3.39,37.65
37.65,27.19,0.97,3.39,36.51
36.51,27.19,0.97,3.39,36.92
36.92,27.19,0.97,3.39,36.75
36.75,27.19,0.97,3.39,36.25
36.25,27.19,0.97,3.39,36.89
36.89,27.19,0.97,3.39,37.31
37.31,27.19,0.97,3.39,37.35
37.35,27.19,0.97,3.39,37.41
37.41,27.19,0.97,3.39,37.38
37.38,27.19,0.97,3.39,37.9
37.9,27.19,0.97,3.39,37.57
37.57,27.19,0.97,3.39,37.08
37.08,27.19,0.97,3.39,36.63
36.63,27.19,0.97,3.39,36.94
36.94,27.19,0.97,3.39,35.7
35.7,27.19,0.97,3.39,35.59
35.59,27.19,0.97,3.39,35.54
35.54,27.19,0.97,3.39,35.57
35.57,27.19,0.97,3.39,35.36
35.36,27.19,0.97,3.39,34.73
34.73,27.19,0.97,3.39,35.07
35.07,27.19,0.97,3.39,35.93
35.93,27.19,0.97,3.39,35.09
35.09,27.19,0.97,3.39,35.37
35.37,27.19,0.97,3.39,35.69
35.69,27.19,0.97,3.39,35.14
35.14,27.19,0.97,3.39,34.83
34.83,27.19,0.97,3.39,35.12
35.12,27.19,0.97,3.39,35.14
35.14,27.19,0.97,3.39,35.57
35.57,27.19,0.97,3.39,35.33
35.33,27.19,0.97,3.39,35.13
35.13,27.19,0.97,3.39,36.0
36.0,27.19,0.97,3.39,35.69
35.69,27.19,0.97,3.39,36.21
36.21,27.19,0.97,3.39,35.83
35.83,27.19,0.97,3.39,36.13
36.13,27.19,0.97,3.39,36.71
36.71,27.19,0.97,3.39,36.06
36.06,27.19,0.97,3.39,35.86
35.86,27.19,0.97,3.39,35.34
35.34,27.19,0.97,3.39,36.09
36.09,27.19,0.97,3.39,36.64
36.64,27.19,0.97,3.39,36.29
36.29,27.19,0.97,3.39,37.0
37.0,27.19,0.97,3.39,37.0
37.0,27.19,0.97,3.39,36.97
36.97,27.19,0.97,3.39,36.55
36.55,27.19,0.97,3.39,36.18
36.18,27.19,0.97,3.39,36.37
36.37,27.19,0.97,3.39,35.78
35.78,27.19,0.97,3.39,35.25
35.25,27.19,0.97,3.39,34.8
34.8,27.19,0.97,3.39,34.63
34.63,27.19,0.97,3.39,35.38
35.38,27.19,0.97,3.39,34.78
34.78,27.19,0.97,3.39,34.71
34.71,27.19,0.97,3.39,34.74
34.74,27.19,0.97,3.39,35.51
35.51,27.19,0.97,3.39,34.76
34.76,27.19,0.97,3.39,34.49
34.49,27.19,0.97,3.39,33.81
33.81,27.19,0.97,3.39,32.18
32.18,27.19,0.97,3.39,32.79
32.79,27.19,0.97,3.39,32.97
32.97,27.19,0.97,3.39,32.06
32.06,27.19,0.97,3.39,31.89
31.89,27.19,0.97,3.39,31.94
31.94,27.19,0.97,3.39,32.05
32.05,27.19,0.97,3.39,30.83
30.83,27.19,0.97,3.39,31.22
31.22,27.19,0.97,3.39,29.75
29.75,27.19,0.97,3.39,31.37
31.37,27.19,0.97,3.39,32.91
32.91,27.19,0.97,3.39,31.12
31.12,27.19,0.97,3.39,30.86
30.86,27.19,0.97,3.39,30.74
30.74,27.19,0.97,3.39,30.78
30.78,27.19,0.97,3.39,30.93
30.93,27.19,0.97,3.39,29.07
29.07,27.19,0.97,3.39,29.66
29.66,27.19,0.97,3.39,29.67
29.67,27.19,0.97,3.39,28.14
28.14,27.19,0.97,3.39,28.28
28.28,27.19,0.97,3.39,26.99
26.99,27.19,0.97,3.39,25.11
25.11,27.19,0.97,3.39,24.98
24.98,27.19,0.97,3.39,22.76
22.76,27.19,0.97,3.39,22.48
22.48,27.19,0.97,3.39,25.6
25.6,27.19,0.97,3.39,24.61
24.61,27.19,0.97,3.39,22.15
22.15,27.19,0.97,3.39,23.22
23.22,27.19,0.97,3.39,22.61
22.61,27.19,0.97,3.39,23.85
23.85,27.19,0.97,3.39,22.73
22.73,27.19,0.97,3.39,21.24
21.24,27.19,0.97,3.39,20.72
20.72,27.19,0.97,3.39,19.75
19.75,27.19,0.97,3.39,18.92
18.92,27.19,0.97,3.39,21.15
21.15,27.19,0.97,3.39,21.3
21.3,27.19,0.97,3.39,22.53
22.53,27.19,0.97,3.39,22.19
22.19,27.19,0.97,3.39,23.0
23.0,27.19,0.97,3.39,24.64
24.64,27.19,0.97,3.39,23.26
23.26,27.19,0.97,3.39,21.43
21.43,27.19,0.97,3.39,21.84
21.84,27.19,0.97,3.39,21.71
21.71,27.19,0.97,3.39,20.94
20.94,27.19,0.97,3.39,19.37
19.37,27.19,0.97,3.39,20.97
20.97,27.19,0.97,3.39,20.75
20.75,27.19,0.97,3.39,19.12
19.12,27.19,0.97,3.39,19.0
19.0,27.19,0.97,3.39,17.64
17.64,27.19,0.97,3.39,16.2
16.2,27.19,0.97,3.39,17.29
17.29,27.19,0.97,3.39,18.61
18.61,27.19,0.97,3.39,18.55
18.55,27.19,0.97,3.39,18.69
18.69,27.19,0.97,3.39,18.83
18.83,27.19,0.97,3.39,17.26
17.26,27.19,0.97,3.39,17.64
17.64,27.19,0.97,3.39,18.2
18.2,27.19,0.97,3.39,17.51
17.51,27.19,0.97,3.39,17.26
17.26,27.19,0.97,3.39,17.24
17.24,27.19,0.97,3.39,17.93
17.93,27.19,0.97,3.39,18.19
18.19,27.19,0.97,3.39,18.13
18.13,27.19,0.97,3.39,17.39
17.39,27.19,0.97,3.39,16.48
16.48,27.19,0.97,3.39,16.32
16.32,27.19,0.97,3.39,16.33
16.33,27.19,0.97,3.39,16.28
16.28,27.19,0.97,3.39,16.28
16.28,27.19,0.97,3.39,15.81
15.81,27.19,0.97,3.39,15.62
15.62,27.19,0.97,3.39,15.58
15.58,27.19,0.97,3.39,15.45
15.45,27.19,0.97,3.39,14.99
14.99,27.19,0.97,3.39,14.88
14.88,27.19,0.97,3.39,15.63
15.63,27.19,0.97,3.39,16.24
16.24,31.27,1.30,5.02,16.79
16.79,31.27,1.30,5.02,18.13
18.13,31.27,1.30,5.02,18.23
18.23,31.27,1.30,5.02,18.35
18.35,31.27,1.30,5.02,18.52
18.52,31.27,1.30,5.02,18.52
18.52,31.27,1.30,5.02,19.06
19.06,31.27,1.30,5.02,18.45
18.45,31.27,1.30,5.02,19.12
19.12,31.27,1.30,5.02,19.51
19.51,31.27,1.30,5.02,18.55
18.55,31.27,1.30,5.02,19.26
19.26,31.27,1.30,5.02,18.9
18.9,31.27,1.30,5.02,18.64
18.64,31.27,1.30,5.02,18.91
18.91,31.27,1.30,5.02,18.7
18.7,31.27,1.30,5.02,18.96
18.96,31.27,1.30,5.02,18.57
18.57,31.27,1.30,5.02,18.08
18.08,31.27,1.30,5.02,18.03
18.03,31.27,1.30,5.02,18.21
18.21,31.27,1.30,5.02,18.48
18.48,31.27,1.30,5.02,19.32
19.32,31.27,1.30,5.02,19.3
19.3,31.27,1.30,5.02,19.04
19.04,31.27,1.30,5.02,18.26
18.26,31.27,1.30,5.02,18.37
18.37,31.27,1.30,5.02,18.63
18.63,31.27,1.30,5.02,18.47
18.47,31.27,1.30,5.02,17.65
17.65,31.27,1.30,5.02,16.05
16.05,31.27,1.30,5.02,15.56
15.56,31.27,1.30,5.02,15.18
15.18,31.27,1.30,5.02,14.28
14.28,31.27,1.30,5.02,14.91
14.91,31.27,1.30,5.02,14.66
14.66,31.27,1.30,5.02,14.21
14.21,31.27,1.30,5.02,13.87
13.87,31.27,1.30,5.02,12.68
12.68,31.27,1.30,5.02,12.68
12.68,31.27,1.30,5.02,13.31
13.31,31.27,1.30,5.02,12.54
12.54,31.27,1.30,5.02,12.65
12.65,31.27,1.30,5.02,12.44
12.44,31.27,1.30,5.02,13.43
13.43,31.27,1.30,5.02,13.53
13.53,31.27,1.30,5.02,13.81
13.81,31.27,1.30,5.02,13.99
13.99,31.27,1.30,5.02,13.76
13.76,31.27,1.30,5.02,14.42
14.42,31.27,1.30,5.02,14.53
14.53,31.27,1.30,5.02,14.74
14.74,31.27,1.30,5.02,14.43
14.43,31.27,1.30,5.02,15.89
15.89,31.27,1.30,5.02,15.79
15.79,31.27,1.30,5.02,15.96
15.96,31.27,1.30,5.02,17.14
17.14,31.27,1.30,5.02,16.21
16.21,31.27,1.30,5.02,15.39
15.39,31.27,1.30,5.02,15.37
15.37,31.27,1.30,5.02,16.0
16.0,31.27,1.30,5.02,16.32
16.32,31.27,1.30,5.02,16.46
16.46,31.27,1.30,5.02,15.98
15.98,31.27,1.30,5.02,15.6
15.6,31.27,1.30,5.02,16.2
16.2,31.27,1.30,5.02,17.0
17.0,31.27,1.30,5.02,16.68
16.68,31.27,1.30,5.02,16.52
16.52,31.27,1.30,5.02,16.36
16.36,31.27,1.30,5.02,16.82
16.82,31.27,1.30,5.02,17.01
17.01,31.27,1.30,5.02,16.42
16.42,31.27,1.30,5.02,16.6
16.6,31.27,1.30,5.02,16.76
16.76,31.27,1.30,5.02,16.4
16.4,31.27,1.30,5.02,16.9
16.9,31.27,1.30,5.02,16.92
16.92,31.27,1.30,5.02,17.04
17.04,31.27,1.30,5.02,18.03
18.03,31.27,1.30,5.02,18.26
18.26,31.27,1.30,5.02,18.81
18.81,31.27,1.30,5.02,19.42
19.42,31.27,1.30,5.02,18.73
18.73,31.27,1.30,5.02,19.23
19.23,31.27,1.30,5.02,18.77
18.77,31.27,1.30,5.02,19.34
19.34,31.27,1.30,5.02,18.84
18.84,31.27,1.30,5.02,18.99
18.99,31.27,1.30,5.02,18.05
18.05,31.27,1.30,5.02,18.33
18.33,31.27,1.30,5.02,17.65
17.65,31.27,1.30,5.02,17.87
17.87,31.27,1.30,5.02,18.37
18.37,31.27,1.30,5.02,18.64
18.64,31.27,1.30,5.02,17.68
17.68,31.27,1.30,5.02,17.69
17.69,31.27,1.30,5.02,18.05
18.05,31.27,1.30,5.02,17.89
17.89,31.27,1.30,5.02,17.98
17.98,31.27,1.30,5.02,18.23
18.23,31.27,1.30,5.02,18.88
18.88,31.27,1.30,5.02,19.55
19.55,31.27,1.30,5.02,19.33
19.33,31.27,1.30,5.02,20.04
20.04,31.27,1.30,5.02,19.9
19.9,31.27,1.30,5.02,19.64
19.64,31.27,1.30,5.02,19.72
19.72,31.27,1.30,5.02,19.45
19.45,31.27,1.30,5.02,19.72
19.72,31.27,1.30,5.02,19.36
19.36,31.27,1.30,5.02,18.89
18.89,31.27,1.30,5.02,18.57
18.57,31.27,1.30,5.02,18.38
18.38,31.27,1.30,5.02,18.72
18.72,31.27,1.30,5.02,18.89
18.89,31.27,1.30,5.02,18.4
18.4,31.27,1.30,5.02,18.55
18.55,31.27,1.30,5.02,19.01
19.01,31.27,1.30,5.02,19.96
19.96,31.27,1.30,5.02,20.38
20.38,31.27,1.30,5.02,20.43
20.43,31.27,1.30,5.02,20.31
20.31,31.27,1.30,5.02,20.62
20.62,31.27,1.30,5.02,19.72
19.72,31.27,1.30,5.02,19.55
19.55,31.27,1.30,5.02,18.99
18.99,31.27,1.30,5.02,18.81
18.81,31.27,1.30,5.02,18.88
18.88,31.27,1.30,5.02,18.96
18.96,31.27,1.30,5.02,19.39
19.39,31.27,1.30,5.02,19.49
19.49,31.27,1.30,5.02,20.56
20.56,31.27,1.30,5.02,20.83
20.83,31.27,1.30,5.02,20.96
20.96,31.27,1.30,5.02,21.56
21.56,31.27,1.30,5.02,21.48
21.48,31.27,1.30,5.02,21.5
21.5,31.27,1.30,5.02,22.12
22.12,31.27,1.30,5.02,22.27
22.27,31.27,1.30,5.02,22.66
22.66,31.27,1.30,5.02,23.29
23.29,31.27,1.30,5.02,22.63
22.63,31.27,1.30,5.02,23.16
23.16,31.27,1.30,5.02,23.22
23.22,31.27,1.30,5.02,23.95
23.95,31.27,1.30,5.02,24.17
24.17,31.27,1.30,5.02,23.53
23.53,31.27,1.30,5.02,23.27
23.27,31.27,1.30,5.02,23.73
23.73,31.27,1.30,5.02,23.83
23.83,31.27,1.30,5.02,23.89
23.89,31.27,1.30,5.02,24.38
24.38,31.27,1.30,5.02,24.59
24.59,31.27,1.30,5.02,24.04
24.04,31.27,1.30,5.02,23.56
23.56,31.27,1.30,5.02,25.41
25.41,31.27,1.30,5.02,25.25
25.25,31.27,1.30,5.02,25.32
25.32,31.27,1.30,5.02,25.55
25.55,31.27,1.30,5.02,25.5
25.5,31.27,1.30,5.02,25.34
25.34,31.27,1.30,5.02,25.48
25.48,31.27,1.30,5.02,25.54
25.54,31.27,1.30,5.02,25.83
25.83,31.27,1.30,5.02,25.68
25.68,31.27,1.30,5.02,25.85
25.85,31.27,1.30,5.02,25.22
25.22,31.27,1.30,5.02,25.29
25.29,31.27,1.30,5.02,25.86
25.86,31.27,1.30,5.02,26.41
26.41,31.27,1.30,5.02,27.15
27.15,31.27,1.30,5.02,27.86
27.86,31.27,1.30,5.02,28.05
28.05,31.27,1.30,5.02,28.1
28.1,31.27,1.30,5.02,28.32
28.32,31.27,1.30,5.02,28.63
28.63,31.27,1.30,5.02,28.49
28.49,31.27,1.30,5.02,28.37
28.37,31.27,1.30,5.02,28.81
28.81,31.27,1.30,5.02,28.53
28.53,31.27,1.30,5.02,28.27
28.27,31.27,1.30,5.02,27.83
27.83,31.27,1.30,5.02,27.58
27.58,31.27,1.30,5.02,27.89
27.89,31.27,1.30,5.02,27.9
27.9,31.27,1.30,5.02,27.83
27.83,31.27,1.30,5.02,26.61
26.61,31.27,1.30,5.02,26.31
26.31,31.27,1.30,5.02,26.82
26.82,31.27,1.30,5.02,27.22
27.22,31.27,1.30,5.02,27.1
27.1,31.27,1.30,5.02,27.4
27.4,31.27,1.30,5.02,27.47
